Area,Main means of travel to education,Age group,Sex,Year,Value,Flags
"Mount Maunganui Central","School bus","Total people - age group","Total people - sex","2018",9,
"Mount Maunganui Central","Ferry","Total people - age group","Total people - sex","2018",0,
"Mount Maunganui Central","Other","Total people - age group","Total people - sex","2018",3,
"Judea","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Judea","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",39,
"Judea","School bus","Total people - age group","Total people - sex","2018",0,
"Judea","Ferry","Total people - age group","Total people - sex","2018",0,
"Judea","Other","Total people - age group","Total people - sex","2018",0,
"Te Reti","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Te Reti","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",24,
"Te Reti","School bus","Total people - age group","Total people - sex","2018",0,
"Te Reti","Ferry","Total people - age group","Total people - sex","2018",0,
"Te Reti","Other","Total people - age group","Total people - sex","2018",0,
"Bethlehem South","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Bethlehem South","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",12,
"Bethlehem South","School bus","Total people - age group","Total people - sex","2018",0,
"Bethlehem South","Ferry","Total people - age group","Total people - sex","2018",0,
"Bethlehem South","Other","Total people - age group","Total people - sex","2018",0,
"Omanu Beach","Drive a car, truck or van","Total people - age group","Total people - sex","2018",81,
"Omanu Beach","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",531,
"Omanu Beach","School bus","Total people - age group","Total people - sex","2018",198,
"Omanu Beach","Ferry","Total people - age group","Total people - sex","2018",0,
"Omanu Beach","Other","Total people - age group","Total people - sex","2018",30,
"Tauranga Hospital","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",378,
"Tauranga Hospital","Drive a car, truck or van","Total people - age group","Total people - sex","2018",279,
"Tauranga Hospital","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",48,
"Tauranga Hospital","School bus","Total people - age group","Total people - sex","2018",0,
"Tauranga Hospital","Ferry","Total people - age group","Total people - sex","2018",0,
"Tauranga Hospital","Other","Total people - age group","Total people - sex","2018",3,
"Tauriko","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Tauriko","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",219,
"Tauriko","School bus","Total people - age group","Total people - sex","2018",39,
"Tauriko","Ferry","Total people - age group","Total people - sex","2018",0,
"Tauriko","Other","Total people - age group","Total people - sex","2018",3,
"Gate Pa","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",108,
"Gate Pa","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Gate Pa","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",51,
"Gate Pa","School bus","Total people - age group","Total people - sex","2018",0,
"Gate Pa","Ferry","Total people - age group","Total people - sex","2018",0,
"Gate Pa","Other","Total people - age group","Total people - sex","2018",0,
"Greerton South","Drive a car, truck or van","Total people - age group","Total people - sex","2018",543,
"Greerton South","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",207,
"Greerton South","School bus","Total people - age group","Total people - sex","2018",3,
"Greerton South","Ferry","Total people - age group","Total people - sex","2018",0,
"Greerton South","Other","Total people - age group","Total people - sex","2018",12,
"Tauranga South","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",4101,
"Tauranga South","Drive a car, truck or van","Total people - age group","Total people - sex","2018",252,
"Tauranga South","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",1536,
"Tauranga South","School bus","Total people - age group","Total people - sex","2018",1113,
"Tauranga South","Ferry","Total people - age group","Total people - sex","2018",3,
"Tauranga South","Other","Total people - age group","Total people - sex","2018",75,
"Arataki North","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Arataki North","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",123,
"Arataki North","School bus","Total people - age group","Total people - sex","2018",69,
"Arataki North","Ferry","Total people - age group","Total people - sex","2018",0,
"Arataki North","Other","Total people - age group","Total people - sex","2018",3,
"Matapihi","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",87,
"Matapihi","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Matapihi","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",27,
"Matapihi","School bus","Total people - age group","Total people - sex","2018",33,
"Matapihi","Ferry","Total people - age group","Total people - sex","2018",0,
"Matapihi","Other","Total people - age group","Total people - sex","2018",0,
"Pyes Pa West","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",93,
"Pyes Pa West","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Pyes Pa West","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",36,
"Pyes Pa West","School bus","Total people - age group","Total people - sex","2018",0,
"Pyes Pa West","Ferry","Total people - age group","Total people - sex","2018",0,
"Pyes Pa West","Other","Total people - age group","Total people - sex","2018",0,
"Greerton North","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Greerton North","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",498,
"Greerton North","School bus","Total people - age group","Total people - sex","2018",30,
"Greerton North","Ferry","Total people - age group","Total people - sex","2018",0,
"Greerton North","Other","Total people - age group","Total people - sex","2018",6,
"Yatton Park","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",87,
"Yatton Park","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Yatton Park","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",30,
"Yatton Park","School bus","Total people - age group","Total people - sex","2018",0,
"Yatton Park","Ferry","Total people - age group","Total people - sex","2018",0,
"Yatton Park","Other","Total people - age group","Total people - sex","2018",3,
"Pyes Pa North","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Pyes Pa North","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",51,
"Pyes Pa North","School bus","Total people - age group","Total people - sex","2018",3,
"Pyes Pa North","Ferry","Total people - age group","Total people - sex","2018",0,
"Pyes Pa North","Other","Total people - age group","Total people - sex","2018",0,
"Arataki South","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",153,
"Arataki South","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Arataki South","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",93,
"Arataki South","School bus","Total people - age group","Total people - sex","2018",0,
"Arataki South","Ferry","Total people - age group","Total people - sex","2018",0,
"Arataki South","Other","Total people - age group","Total people - sex","2018",0,
"Pyes Pa South","Drive a car, truck or van","Total people - age group","Total people - sex","2018",36,
"Pyes Pa South","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",156,
"Pyes Pa South","School bus","Total people - age group","Total people - sex","2018",336,
"Pyes Pa South","Ferry","Total people - age group","Total people - sex","2018",0,
"Pyes Pa South","Other","Total people - age group","Total people - sex","2018",3,
"Poike","Drive a car, truck or van","Total people - age group","Total people - sex","2018",72,
"Poike","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",30,
"Poike","School bus","Total people - age group","Total people - sex","2018",3,
"Poike","Ferry","Total people - age group","Total people - sex","2018",0,
"Poike","Other","Total people - age group","Total people - sex","2018",3,
"Te Maunga North","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Te Maunga North","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",303,
"Te Maunga North","School bus","Total people - age group","Total people - sex","2018",15,
"Te Maunga North","Ferry","Total people - age group","Total people - sex","2018",0,
"Te Maunga North","Other","Total people - age group","Total people - sex","2018",3,
"Maungatapu","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Maungatapu","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",288,
"Maungatapu","School bus","Total people - age group","Total people - sex","2018",30,
"Maungatapu","Ferry","Total people - age group","Total people - sex","2018",0,
"Maungatapu","Other","Total people - age group","Total people - sex","2018",3,
"Hairini","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Hairini","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",30,
"Hairini","School bus","Total people - age group","Total people - sex","2018",0,
"Hairini","Ferry","Total people - age group","Total people - sex","2018",0,
"Hairini","Other","Total people - age group","Total people - sex","2018",0,
"Pyes Pa East","Drive a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Pyes Pa East","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Pyes Pa East","School bus","Total people - age group","Total people - sex","2018",,c
"Pyes Pa East","Ferry","Total people - age group","Total people - sex","2018",,c
"Pyes Pa East","Other","Total people - age group","Total people - sex","2018",,c
"Te Maunga South","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",84,
"Te Maunga South","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Te Maunga South","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",27,
"Te Maunga South","School bus","Total people - age group","Total people - sex","2018",0,
"Te Maunga South","Ferry","Total people - age group","Total people - sex","2018",0,
"Te Maunga South","Other","Total people - age group","Total people - sex","2018",0,
"Kaitemako (Tauranga City)","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Kaitemako (Tauranga City)","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",21,
"Kaitemako (Tauranga City)","School bus","Total people - age group","Total people - sex","2018",0,
"Kaitemako (Tauranga City)","Ferry","Total people - age group","Total people - sex","2018",0,
"Kaitemako (Tauranga City)","Other","Total people - age group","Total people - sex","2018",0,
"Ohauiti","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",42,
"Ohauiti","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Ohauiti","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Ohauiti","School bus","Total people - age group","Total people - sex","2018",0,
"Ohauiti","Ferry","Total people - age group","Total people - sex","2018",0,
"Ohauiti","Other","Total people - age group","Total people - sex","2018",0,
"Baypark-Kairua","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",210,
"Baypark-Kairua","Drive a car, truck or van","Total people - age group","Total people - sex","2018",138,
"Baypark-Kairua","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",30,
"Baypark-Kairua","School bus","Total people - age group","Total people - sex","2018",9,
"Baypark-Kairua","Ferry","Total people - age group","Total people - sex","2018",0,
"Baypark-Kairua","Other","Total people - age group","Total people - sex","2018",6,
"Welcome Bay West","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Welcome Bay West","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",285,
"Welcome Bay West","School bus","Total people - age group","Total people - sex","2018",6,
"Welcome Bay West","Ferry","Total people - age group","Total people - sex","2018",0,
"Welcome Bay West","Other","Total people - age group","Total people - sex","2018",3,
"Welcome Bay East","Drive a car, truck or van","Total people - age group","Total people - sex","2018",6,
"Welcome Bay East","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",138,
"Welcome Bay East","School bus","Total people - age group","Total people - sex","2018",15,
"Welcome Bay East","Ferry","Total people - age group","Total people - sex","2018",0,
"Welcome Bay East","Other","Total people - age group","Total people - sex","2018",0,
"Pacific View","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",39,
"Pacific View","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Pacific View","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Pacific View","School bus","Total people - age group","Total people - sex","2018",0,
"Pacific View","Ferry","Total people - age group","Total people - sex","2018",0,
"Pacific View","Other","Total people - age group","Total people - sex","2018",0,
"Welcome Bay South","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",234,
"Welcome Bay South","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Welcome Bay South","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",147,
"Welcome Bay South","School bus","Total people - age group","Total people - sex","2018",0,
"Welcome Bay South","Ferry","Total people - age group","Total people - sex","2018",0,
"Welcome Bay South","Other","Total people - age group","Total people - sex","2018",0,
"Palm Beach North","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Palm Beach North","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",288,
"Palm Beach North","School bus","Total people - age group","Total people - sex","2018",0,
"Palm Beach North","Ferry","Total people - age group","Total people - sex","2018",0,
"Palm Beach North","Other","Total people - age group","Total people - sex","2018",6,
"Palm Beach South-Gravatt","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",48,
"Palm Beach South-Gravatt","Drive a car, truck or van","Total people - age group","Total people - sex","2018",6,
"Palm Beach South-Gravatt","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Palm Beach South-Gravatt","School bus","Total people - age group","Total people - sex","2018",0,
"Palm Beach South-Gravatt","Ferry","Total people - age group","Total people - sex","2018",0,
"Palm Beach South-Gravatt","Other","Total people - age group","Total people - sex","2018",0,
"Papamoa Beach North","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Papamoa Beach North","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",18,
"Papamoa Beach North","School bus","Total people - age group","Total people - sex","2018",0,
"Papamoa Beach North","Ferry","Total people - age group","Total people - sex","2018",0,
"Papamoa Beach North","Other","Total people - age group","Total people - sex","2018",0,
"Doncaster","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",1674,
"Doncaster","Drive a car, truck or van","Total people - age group","Total people - sex","2018",36,
"Doncaster","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",711,
"Doncaster","School bus","Total people - age group","Total people - sex","2018",75,
"Doncaster","Ferry","Total people - age group","Total people - sex","2018",0,
"Doncaster","Other","Total people - age group","Total people - sex","2018",39,
"Papamoa Beach South","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Papamoa Beach South","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",393,
"Papamoa Beach South","School bus","Total people - age group","Total people - sex","2018",18,
"Papamoa Beach South","Ferry","Total people - age group","Total people - sex","2018",0,
"Papamoa Beach South","Other","Total people - age group","Total people - sex","2018",9,
"Motiti","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Motiti","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",174,
"Motiti","School bus","Total people - age group","Total people - sex","2018",0,
"Motiti","Ferry","Total people - age group","Total people - sex","2018",0,
"Motiti","Other","Total people - age group","Total people - sex","2018",18,
"Wairakei","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Wairakei","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",21,
"Wairakei","School bus","Total people - age group","Total people - sex","2018",0,
"Wairakei","Ferry","Total people - age group","Total people - sex","2018",0,
"Wairakei","Other","Total people - age group","Total people - sex","2018",3,
"Tui Ridge","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Tui Ridge","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",69,
"Tui Ridge","School bus","Total people - age group","Total people - sex","2018",102,
"Tui Ridge","Ferry","Total people - age group","Total people - sex","2018",0,
"Tui Ridge","Other","Total people - age group","Total people - sex","2018",0,
"Arahiwi","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",3,
"Arahiwi","Drive a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Arahiwi","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Arahiwi","School bus","Total people - age group","Total people - sex","2018",,c
"Arahiwi","Ferry","Total people - age group","Total people - sex","2018",,c
"Arahiwi","Other","Total people - age group","Total people - sex","2018",,c
"Ngongotaha Valley","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Ngongotaha Valley","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",48,
"Ngongotaha Valley","School bus","Total people - age group","Total people - sex","2018",0,
"Ngongotaha Valley","Ferry","Total people - age group","Total people - sex","2018",0,
"Ngongotaha Valley","Other","Total people - age group","Total people - sex","2018",0,
"Hamurana","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",12,
"Hamurana","Drive a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Hamurana","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Hamurana","School bus","Total people - age group","Total people - sex","2018",,c
"Hamurana","Ferry","Total people - age group","Total people - sex","2018",,c
"Hamurana","Other","Total people - age group","Total people - sex","2018",,c
"Ngongotaha East","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Ngongotaha East","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",24,
"Ngongotaha East","School bus","Total people - age group","Total people - sex","2018",3,
"Ngongotaha East","Ferry","Total people - age group","Total people - sex","2018",0,
"Ngongotaha East","Other","Total people - age group","Total people - sex","2018",0,
"Ngongotaha West","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",279,
"Ngongotaha West","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Ngongotaha West","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",180,
"Ngongotaha West","School bus","Total people - age group","Total people - sex","2018",15,
"Ngongotaha West","Ferry","Total people - age group","Total people - sex","2018",0,
"Ngongotaha West","Other","Total people - age group","Total people - sex","2018",3,
"Inland water Lake Rotorua","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",0,
"Inland water Lake Rotorua","Drive a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Inland water Lake Rotorua","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Inland water Lake Rotorua","School bus","Total people - age group","Total people - sex","2018",,c
"Inland water Lake Rotorua","Ferry","Total people - age group","Total people - sex","2018",,c
"Inland water Lake Rotorua","Other","Total people - age group","Total people - sex","2018",,c
"Ngongotaha South","Drive a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Ngongotaha South","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Ngongotaha South","School bus","Total people - age group","Total people - sex","2018",,c
"Ngongotaha South","Ferry","Total people - age group","Total people - sex","2018",,c
"Ngongotaha South","Other","Total people - age group","Total people - sex","2018",,c
"Selwyn Heights","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Selwyn Heights","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",150,
"Selwyn Heights","School bus","Total people - age group","Total people - sex","2018",9,
"Selwyn Heights","Ferry","Total people - age group","Total people - sex","2018",0,
"Selwyn Heights","Other","Total people - age group","Total people - sex","2018",12,
"Pleasant Heights","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Pleasant Heights","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",186,
"Pleasant Heights","School bus","Total people - age group","Total people - sex","2018",36,
"Pleasant Heights","Ferry","Total people - age group","Total people - sex","2018",0,
"Pleasant Heights","Other","Total people - age group","Total people - sex","2018",3,
"Rotoiti-Rotoehu","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",108,
"Rotoiti-Rotoehu","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Rotoiti-Rotoehu","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",36,
"Rotoiti-Rotoehu","School bus","Total people - age group","Total people - sex","2018",39,
"Rotoiti-Rotoehu","Ferry","Total people - age group","Total people - sex","2018",0,
"Rotoiti-Rotoehu","Other","Total people - age group","Total people - sex","2018",0,
"Kawaha","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Kawaha","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",171,
"Kawaha","School bus","Total people - age group","Total people - sex","2018",0,
"Kawaha","Ferry","Total people - age group","Total people - sex","2018",0,
"Kawaha","Other","Total people - age group","Total people - sex","2018",3,
"Fairy Springs","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",78,
"Fairy Springs","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Fairy Springs","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",30,
"Fairy Springs","School bus","Total people - age group","Total people - sex","2018",3,
"Fairy Springs","Ferry","Total people - age group","Total people - sex","2018",0,
"Fairy Springs","Other","Total people - age group","Total people - sex","2018",0,
"Western Heights (Rotorua District)","Drive a car, truck or van","Total people - age group","Total people - sex","2018",93,
"Western Heights (Rotorua District)","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",432,
"Western Heights (Rotorua District)","School bus","Total people - age group","Total people - sex","2018",252,
"Western Heights (Rotorua District)","Ferry","Total people - age group","Total people - sex","2018",0,
"Western Heights (Rotorua District)","Other","Total people - age group","Total people - sex","2018",9,
"Pukehangi North","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Pukehangi North","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",36,
"Pukehangi North","School bus","Total people - age group","Total people - sex","2018",3,
"Pukehangi North","Ferry","Total people - age group","Total people - sex","2018",0,
"Pukehangi North","Other","Total people - age group","Total people - sex","2018",0,
"Pukehangi South","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Pukehangi South","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Pukehangi South","School bus","Total people - age group","Total people - sex","2018",0,
"Pukehangi South","Ferry","Total people - age group","Total people - sex","2018",0,
"Pukehangi South","Other","Total people - age group","Total people - sex","2018",0,
"Mangakakahi Central","Drive a car, truck or van","Total people - age group","Total people - sex","2018",6,
"Mangakakahi Central","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",51,
"Mangakakahi Central","School bus","Total people - age group","Total people - sex","2018",0,
"Mangakakahi Central","Ferry","Total people - age group","Total people - sex","2018",0,
"Mangakakahi Central","Other","Total people - age group","Total people - sex","2018",0,
"Koutu","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Koutu","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",75,
"Koutu","School bus","Total people - age group","Total people - sex","2018",36,
"Koutu","Ferry","Total people - age group","Total people - sex","2018",0,
"Koutu","Other","Total people - age group","Total people - sex","2018",0,
"Mangakakahi West","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Mangakakahi West","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",129,
"Mangakakahi West","School bus","Total people - age group","Total people - sex","2018",3,
"Mangakakahi West","Ferry","Total people - age group","Total people - sex","2018",0,
"Mangakakahi West","Other","Total people - age group","Total people - sex","2018",3,
"Sunnybrook","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",21,
"Sunnybrook","Drive a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Sunnybrook","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",,c
"Sunnybrook","School bus","Total people - age group","Total people - sex","2018",,c
"Sunnybrook","Ferry","Total people - age group","Total people - sex","2018",,c
"Sunnybrook","Other","Total people - age group","Total people - sex","2018",,c
"Fordlands","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Fordlands","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",54,
"Fordlands","School bus","Total people - age group","Total people - sex","2018",15,
"Fordlands","Ferry","Total people - age group","Total people - sex","2018",0,
"Fordlands","Other","Total people - age group","Total people - sex","2018",0,
"Kuirau","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",684,
"Kuirau","Drive a car, truck or van","Total people - age group","Total people - sex","2018",33,
"Kuirau","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",321,
"Kuirau","School bus","Total people - age group","Total people - sex","2018",30,
"Kuirau","Ferry","Total people - age group","Total people - sex","2018",0,
"Kuirau","Other","Total people - age group","Total people - sex","2018",15,
"Utuhina","Drive a car, truck or van","Total people - age group","Total people - sex","2018",69,
"Utuhina","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",474,
"Utuhina","School bus","Total people - age group","Total people - sex","2018",309,
"Utuhina","Ferry","Total people - age group","Total people - sex","2018",0,
"Utuhina","Other","Total people - age group","Total people - sex","2018",6,
"Pomare","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",819,
"Pomare","Drive a car, truck or van","Total people - age group","Total people - sex","2018",330,
"Pomare","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",324,
"Pomare","School bus","Total people - age group","Total people - sex","2018",6,
"Pomare","Ferry","Total people - age group","Total people - sex","2018",0,
"Pomare","Other","Total people - age group","Total people - sex","2018",9,
"Rotorua Central","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",333,
"Rotorua Central","Drive a car, truck or van","Total people - age group","Total people - sex","2018",81,
"Rotorua Central","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",174,
"Rotorua Central","School bus","Total people - age group","Total people - sex","2018",3,
"Rotorua Central","Ferry","Total people - age group","Total people - sex","2018",0,
"Rotorua Central","Other","Total people - age group","Total people - sex","2018",9,
"Hillcrest (Rotorua District)","Drive a car, truck or van","Total people - age group","Total people - sex","2018",33,
"Hillcrest (Rotorua District)","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",321,
"Hillcrest (Rotorua District)","School bus","Total people - age group","Total people - sex","2018",21,
"Hillcrest (Rotorua District)","Ferry","Total people - age group","Total people - sex","2018",0,
"Hillcrest (Rotorua District)","Other","Total people - age group","Total people - sex","2018",3,
"Victoria","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",516,
"Victoria","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Victoria","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",345,
"Victoria","School bus","Total people - age group","Total people - sex","2018",9,
"Victoria","Ferry","Total people - age group","Total people - sex","2018",0,
"Victoria","Other","Total people - age group","Total people - sex","2018",6,
"Waiohewa","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Waiohewa","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",51,
"Waiohewa","School bus","Total people - age group","Total people - sex","2018",57,
"Waiohewa","Ferry","Total people - age group","Total people - sex","2018",0,
"Waiohewa","Other","Total people - age group","Total people - sex","2018",0,
"Glenholme North","Total people - main means of travel to education","Total people - age group","Total people - sex","2018",597,
"Glenholme North","Drive a car, truck or van","Total people - age group","Total people - sex","2018",3,
"Glenholme North","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",456,
"Glenholme North","School bus","Total people - age group","Total people - sex","2018",15,
"Glenholme North","Ferry","Total people - age group","Total people - sex","2018",0,
"Glenholme North","Other","Total people - age group","Total people - sex","2018",6,
"Springfield South","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Springfield South","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",312,
"Springfield South","School bus","Total people - age group","Total people - sex","2018",0,
"Springfield South","Ferry","Total people - age group","Total people - sex","2018",0,
"Springfield South","Other","Total people - age group","Total people - sex","2018",6,
"Springfield North","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Springfield North","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Springfield North","School bus","Total people - age group","Total people - sex","2018",0,
"Springfield North","Ferry","Total people - age group","Total people - sex","2018",0,
"Springfield North","Other","Total people - age group","Total people - sex","2018",0,
"Glenholme South","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Glenholme South","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",27,
"Glenholme South","School bus","Total people - age group","Total people - sex","2018",3,
"Glenholme South","Ferry","Total people - age group","Total people - sex","2018",0,
"Glenholme South","Other","Total people - age group","Total people - sex","2018",0,
"Owhata West","Drive a car, truck or van","Total people - age group","Total people - sex","2018",0,
"Owhata West","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",75,
"Owhata West","School bus","Total people - age group","Total people - sex","2018",6,
"Owhata West","Ferry","Total people - age group","Total people - sex","2018",0,
"Owhata West","Other","Total people - age group","Total people - sex","2018",0,
"Holdens Bay-Rotokawa","Drive a car, truck or van","Total people - age group","Total people - sex","2018",12,
"Holdens Bay-Rotokawa","Passenger in a car, truck or van","Total people - age group","Total people - sex","2018",123,
"Holdens Bay-Rotokawa","School bus","Total people - age group","Total people - sex","2018",3,
