Area,Main means of travel to work,Age group,Sex,Year,Value,Flags
"Bryndwr South","Public bus","Total people - age group","Total people - sex","2018",45,
"Bryndwr South","Train","Total people - age group","Total people - sex","2018",0,
"Bryndwr South","Bicycle","Total people - age group","Total people - sex","2018",93,
"Bryndwr South","Walk or jog","Total people - age group","Total people - sex","2018",45,
"Bryndwr South","Ferry","Total people - age group","Total people - sex","2018",0,
"Bryndwr South","Other","Total people - age group","Total people - sex","2018",18,
"Papanui East","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1143,
"Papanui East","Work at home","Total people - age group","Total people - sex","2018",99,
"Papanui East","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",672,
"Papanui East","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",126,
"Papanui East","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",33,
"Papanui East","Public bus","Total people - age group","Total people - sex","2018",60,
"Papanui East","Train","Total people - age group","Total people - sex","2018",0,
"Papanui East","Bicycle","Total people - age group","Total people - sex","2018",81,
"Papanui East","Walk or jog","Total people - age group","Total people - sex","2018",60,
"Papanui East","Ferry","Total people - age group","Total people - sex","2018",0,
"Papanui East","Other","Total people - age group","Total people - sex","2018",9,
"Sockburn North","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",2037,
"Sockburn North","Work at home","Total people - age group","Total people - sex","2018",126,
"Sockburn North","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",1353,
"Sockburn North","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",150,
"Sockburn North","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",81,
"Sockburn North","Public bus","Total people - age group","Total people - sex","2018",120,
"Sockburn North","Train","Total people - age group","Total people - sex","2018",0,
"Sockburn North","Bicycle","Total people - age group","Total people - sex","2018",93,
"Sockburn North","Walk or jog","Total people - age group","Total people - sex","2018",93,
"Sockburn North","Ferry","Total people - age group","Total people - sex","2018",0,
"Sockburn North","Other","Total people - age group","Total people - sex","2018",21,
"Hornby South","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",2442,
"Hornby South","Work at home","Total people - age group","Total people - sex","2018",141,
"Hornby South","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",1584,
"Hornby South","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",261,
"Hornby South","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",96,
"Hornby South","Public bus","Total people - age group","Total people - sex","2018",117,
"Hornby South","Train","Total people - age group","Total people - sex","2018",0,
"Hornby South","Bicycle","Total people - age group","Total people - sex","2018",81,
"Hornby South","Walk or jog","Total people - age group","Total people - sex","2018",117,
"Hornby South","Ferry","Total people - age group","Total people - sex","2018",0,
"Hornby South","Other","Total people - age group","Total people - sex","2018",39,
"Ilam University","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",843,
"Ilam University","Work at home","Total people - age group","Total people - sex","2018",93,
"Ilam University","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",450,
"Ilam University","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",24,
"Ilam University","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",36,
"Ilam University","Public bus","Total people - age group","Total people - sex","2018",72,
"Ilam University","Train","Total people - age group","Total people - sex","2018",0,
"Ilam University","Bicycle","Total people - age group","Total people - sex","2018",42,
"Ilam University","Walk or jog","Total people - age group","Total people - sex","2018",111,
"Ilam University","Ferry","Total people - age group","Total people - sex","2018",0,
"Ilam University","Other","Total people - age group","Total people - sex","2018",15,
"Prestons","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1695,
"Prestons","Work at home","Total people - age group","Total people - sex","2018",189,
"Prestons","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",1074,
"Prestons","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",291,
"Prestons","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",33,
"Prestons","Public bus","Total people - age group","Total people - sex","2018",18,
"Prestons","Train","Total people - age group","Total people - sex","2018",0,
"Prestons","Bicycle","Total people - age group","Total people - sex","2018",45,
"Prestons","Walk or jog","Total people - age group","Total people - sex","2018",30,
"Prestons","Ferry","Total people - age group","Total people - sex","2018",0,
"Prestons","Other","Total people - age group","Total people - sex","2018",12,
"Strowan","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1860,
"Strowan","Work at home","Total people - age group","Total people - sex","2018",192,
"Strowan","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",1143,
"Strowan","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",198,
"Strowan","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",48,
"Strowan","Public bus","Total people - age group","Total people - sex","2018",27,
"Strowan","Train","Total people - age group","Total people - sex","2018",0,
"Strowan","Bicycle","Total people - age group","Total people - sex","2018",156,
"Strowan","Walk or jog","Total people - age group","Total people - sex","2018",81,
"Strowan","Ferry","Total people - age group","Total people - sex","2018",0,
"Strowan","Other","Total people - age group","Total people - sex","2018",18,
"Fendalton","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1014,
"Fendalton","Work at home","Total people - age group","Total people - sex","2018",159,
"Fendalton","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",594,
"Fendalton","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",114,
"Fendalton","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",18,
"Fendalton","Public bus","Total people - age group","Total people - sex","2018",12,
"Fendalton","Train","Total people - age group","Total people - sex","2018",0,
"Fendalton","Bicycle","Total people - age group","Total people - sex","2018",72,
"Fendalton","Walk or jog","Total people - age group","Total people - sex","2018",30,
"Fendalton","Ferry","Total people - age group","Total people - sex","2018",0,
"Fendalton","Other","Total people - age group","Total people - sex","2018",12,
"Waitikiri","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1551,
"Waitikiri","Work at home","Total people - age group","Total people - sex","2018",159,
"Waitikiri","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",978,
"Waitikiri","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",267,
"Waitikiri","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",39,
"Waitikiri","Public bus","Total people - age group","Total people - sex","2018",30,
"Waitikiri","Train","Total people - age group","Total people - sex","2018",0,
"Waitikiri","Bicycle","Total people - age group","Total people - sex","2018",45,
"Waitikiri","Walk or jog","Total people - age group","Total people - sex","2018",18,
"Waitikiri","Ferry","Total people - age group","Total people - sex","2018",0,
"Waitikiri","Other","Total people - age group","Total people - sex","2018",15,
"Mairehau North","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1428,
"Mairehau North","Work at home","Total people - age group","Total people - sex","2018",135,
"Mairehau North","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",900,
"Mairehau North","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",180,
"Mairehau North","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",51,
"Mairehau North","Public bus","Total people - age group","Total people - sex","2018",48,
"Mairehau North","Train","Total people - age group","Total people - sex","2018",0,
"Mairehau North","Bicycle","Total people - age group","Total people - sex","2018",75,
"Mairehau North","Walk or jog","Total people - age group","Total people - sex","2018",21,
"Mairehau North","Ferry","Total people - age group","Total people - sex","2018",3,
"Mairehau North","Other","Total people - age group","Total people - sex","2018",15,
"Bush Inn","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1326,
"Bush Inn","Work at home","Total people - age group","Total people - sex","2018",117,
"Bush Inn","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",771,
"Bush Inn","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",51,
"Bush Inn","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",30,
"Bush Inn","Public bus","Total people - age group","Total people - sex","2018",117,
"Bush Inn","Train","Total people - age group","Total people - sex","2018",0,
"Bush Inn","Bicycle","Total people - age group","Total people - sex","2018",78,
"Bush Inn","Walk or jog","Total people - age group","Total people - sex","2018",141,
"Bush Inn","Ferry","Total people - age group","Total people - sex","2018",0,
"Bush Inn","Other","Total people - age group","Total people - sex","2018",18,
"Awatea North","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1446,
"Awatea North","Work at home","Total people - age group","Total people - sex","2018",114,
"Awatea North","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",963,
"Awatea North","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",165,
"Awatea North","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",48,
"Awatea North","Public bus","Total people - age group","Total people - sex","2018",45,
"Awatea North","Train","Total people - age group","Total people - sex","2018",0,
"Awatea North","Bicycle","Total people - age group","Total people - sex","2018",54,
"Awatea North","Walk or jog","Total people - age group","Total people - sex","2018",39,
"Awatea North","Ferry","Total people - age group","Total people - sex","2018",0,
"Awatea North","Other","Total people - age group","Total people - sex","2018",15,
"Upper Riccarton","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",837,
"Upper Riccarton","Work at home","Total people - age group","Total people - sex","2018",33,
"Upper Riccarton","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",504,
"Upper Riccarton","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",57,
"Upper Riccarton","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",48,
"Upper Riccarton","Public bus","Total people - age group","Total people - sex","2018",66,
"Upper Riccarton","Train","Total people - age group","Total people - sex","2018",0,
"Upper Riccarton","Bicycle","Total people - age group","Total people - sex","2018",63,
"Upper Riccarton","Walk or jog","Total people - age group","Total people - sex","2018",57,
"Upper Riccarton","Ferry","Total people - age group","Total people - sex","2018",0,
"Upper Riccarton","Other","Total people - age group","Total people - sex","2018",9,
"Malvern","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1542,
"Malvern","Work at home","Total people - age group","Total people - sex","2018",174,
"Malvern","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",927,
"Malvern","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",186,
"Malvern","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",30,
"Malvern","Public bus","Total people - age group","Total people - sex","2018",39,
"Malvern","Train","Total people - age group","Total people - sex","2018",0,
"Malvern","Bicycle","Total people - age group","Total people - sex","2018",120,
"Malvern","Walk or jog","Total people - age group","Total people - sex","2018",36,
"Malvern","Ferry","Total people - age group","Total people - sex","2018",0,
"Malvern","Other","Total people - age group","Total people - sex","2018",27,
"Rutland","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1590,
"Rutland","Work at home","Total people - age group","Total people - sex","2018",189,
"Rutland","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",906,
"Rutland","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",210,
"Rutland","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",42,
"Rutland","Public bus","Total people - age group","Total people - sex","2018",27,
"Rutland","Train","Total people - age group","Total people - sex","2018",0,
"Rutland","Bicycle","Total people - age group","Total people - sex","2018",126,
"Rutland","Walk or jog","Total people - age group","Total people - sex","2018",66,
"Rutland","Ferry","Total people - age group","Total people - sex","2018",0,
"Rutland","Other","Total people - age group","Total people - sex","2018",24,
"Sockburn South","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",228,
"Sockburn South","Work at home","Total people - age group","Total people - sex","2018",18,
"Sockburn South","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",126,
"Sockburn South","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",27,
"Sockburn South","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",21,
"Sockburn South","Public bus","Total people - age group","Total people - sex","2018",15,
"Sockburn South","Train","Total people - age group","Total people - sex","2018",0,
"Sockburn South","Bicycle","Total people - age group","Total people - sex","2018",9,
"Sockburn South","Walk or jog","Total people - age group","Total people - sex","2018",9,
"Sockburn South","Ferry","Total people - age group","Total people - sex","2018",0,
"Sockburn South","Other","Total people - age group","Total people - sex","2018",3,
"Deans Bush","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1305,
"Deans Bush","Work at home","Total people - age group","Total people - sex","2018",180,
"Deans Bush","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",708,
"Deans Bush","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",123,
"Deans Bush","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",30,
"Deans Bush","Public bus","Total people - age group","Total people - sex","2018",48,
"Deans Bush","Train","Total people - age group","Total people - sex","2018",0,
"Deans Bush","Bicycle","Total people - age group","Total people - sex","2018",117,
"Deans Bush","Walk or jog","Total people - age group","Total people - sex","2018",87,
"Deans Bush","Ferry","Total people - age group","Total people - sex","2018",0,
"Deans Bush","Other","Total people - age group","Total people - sex","2018",9,
"Wigram North","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",315,
"Wigram North","Work at home","Total people - age group","Total people - sex","2018",15,
"Wigram North","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",228,
"Wigram North","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",27,
"Wigram North","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",15,
"Wigram North","Public bus","Total people - age group","Total people - sex","2018",9,
"Wigram North","Train","Total people - age group","Total people - sex","2018",0,
"Wigram North","Bicycle","Total people - age group","Total people - sex","2018",6,
"Wigram North","Walk or jog","Total people - age group","Total people - sex","2018",9,
"Wigram North","Ferry","Total people - age group","Total people - sex","2018",0,
"Wigram North","Other","Total people - age group","Total people - sex","2018",6,
"Holmwood","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1155,
"Holmwood","Work at home","Total people - age group","Total people - sex","2018",213,
"Holmwood","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",588,
"Holmwood","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",132,
"Holmwood","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",30,
"Holmwood","Public bus","Total people - age group","Total people - sex","2018",21,
"Holmwood","Train","Total people - age group","Total people - sex","2018",0,
"Holmwood","Bicycle","Total people - age group","Total people - sex","2018",108,
"Holmwood","Walk or jog","Total people - age group","Total people - sex","2018",51,
"Holmwood","Ferry","Total people - age group","Total people - sex","2018",0,
"Holmwood","Other","Total people - age group","Total people - sex","2018",12,
"Wharenui","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1323,
"Wharenui","Work at home","Total people - age group","Total people - sex","2018",90,
"Wharenui","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",780,
"Wharenui","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",75,
"Wharenui","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",51,
"Wharenui","Public bus","Total people - age group","Total people - sex","2018",108,
"Wharenui","Train","Total people - age group","Total people - sex","2018",3,
"Wharenui","Bicycle","Total people - age group","Total people - sex","2018",93,
"Wharenui","Walk or jog","Total people - age group","Total people - sex","2018",111,
"Wharenui","Ferry","Total people - age group","Total people - sex","2018",0,
"Wharenui","Other","Total people - age group","Total people - sex","2018",15,
"Wigram West","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",786,
"Wigram West","Work at home","Total people - age group","Total people - sex","2018",66,
"Wigram West","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",534,
"Wigram West","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",93,
"Wigram West","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",24,
"Wigram West","Public bus","Total people - age group","Total people - sex","2018",24,
"Wigram West","Train","Total people - age group","Total people - sex","2018",0,
"Wigram West","Bicycle","Total people - age group","Total people - sex","2018",24,
"Wigram West","Walk or jog","Total people - age group","Total people - sex","2018",9,
"Wigram West","Ferry","Total people - age group","Total people - sex","2018",0,
"Wigram West","Other","Total people - age group","Total people - sex","2018",9,
"Awatea South","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",486,
"Awatea South","Work at home","Total people - age group","Total people - sex","2018",36,
"Awatea South","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",324,
"Awatea South","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",69,
"Awatea South","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",18,
"Awatea South","Public bus","Total people - age group","Total people - sex","2018",21,
"Awatea South","Train","Total people - age group","Total people - sex","2018",0,
"Awatea South","Bicycle","Total people - age group","Total people - sex","2018",12,
"Awatea South","Walk or jog","Total people - age group","Total people - sex","2018",6,
"Awatea South","Ferry","Total people - age group","Total people - sex","2018",0,
"Awatea South","Other","Total people - age group","Total people - sex","2018",6,
"Merivale","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1683,
"Merivale","Work at home","Total people - age group","Total people - sex","2018",231,
"Merivale","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",876,
"Merivale","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",168,
"Merivale","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",36,
"Merivale","Public bus","Total people - age group","Total people - sex","2018",42,
"Merivale","Train","Total people - age group","Total people - sex","2018",0,
"Merivale","Bicycle","Total people - age group","Total people - sex","2018",147,
"Merivale","Walk or jog","Total people - age group","Total people - sex","2018",162,
"Merivale","Ferry","Total people - age group","Total people - sex","2018",0,
"Merivale","Other","Total people - age group","Total people - sex","2018",18,
"Mairehau South","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",2091,
"Mairehau South","Work at home","Total people - age group","Total people - sex","2018",165,
"Mairehau South","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",1281,
"Mairehau South","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",297,
"Mairehau South","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",57,
"Mairehau South","Public bus","Total people - age group","Total people - sex","2018",66,
"Mairehau South","Train","Total people - age group","Total people - sex","2018",0,
"Mairehau South","Bicycle","Total people - age group","Total people - sex","2018",135,
"Mairehau South","Walk or jog","Total people - age group","Total people - sex","2018",48,
"Mairehau South","Ferry","Total people - age group","Total people - sex","2018",0,
"Mairehau South","Other","Total people - age group","Total people - sex","2018",39,
"Mona Vale","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",792,
"Mona Vale","Work at home","Total people - age group","Total people - sex","2018",99,
"Mona Vale","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",411,
"Mona Vale","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",66,
"Mona Vale","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",18,
"Mona Vale","Public bus","Total people - age group","Total people - sex","2018",48,
"Mona Vale","Train","Total people - age group","Total people - sex","2018",0,
"Mona Vale","Bicycle","Total people - age group","Total people - sex","2018",81,
"Mona Vale","Walk or jog","Total people - age group","Total people - sex","2018",60,
"Mona Vale","Ferry","Total people - age group","Total people - sex","2018",0,
"Mona Vale","Other","Total people - age group","Total people - sex","2018",12,
"Riccarton West","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1776,
"Riccarton West","Work at home","Total people - age group","Total people - sex","2018",75,
"Riccarton West","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",1026,
"Riccarton West","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",78,
"Riccarton West","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",63,
"Riccarton West","Public bus","Total people - age group","Total people - sex","2018",180,
"Riccarton West","Train","Total people - age group","Total people - sex","2018",0,
"Riccarton West","Bicycle","Total people - age group","Total people - sex","2018",126,
"Riccarton West","Walk or jog","Total people - age group","Total people - sex","2018",198,
"Riccarton West","Ferry","Total people - age group","Total people - sex","2018",0,
"Riccarton West","Other","Total people - age group","Total people - sex","2018",24,
"Shirley West","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",2052,
"Shirley West","Work at home","Total people - age group","Total people - sex","2018",147,
"Shirley West","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",1278,
"Shirley West","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",273,
"Shirley West","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",75,
"Shirley West","Public bus","Total people - age group","Total people - sex","2018",102,
"Shirley West","Train","Total people - age group","Total people - sex","2018",0,
"Shirley West","Bicycle","Total people - age group","Total people - sex","2018",90,
"Shirley West","Walk or jog","Total people - age group","Total people - sex","2018",54,
"Shirley West","Ferry","Total people - age group","Total people - sex","2018",0,
"Shirley West","Other","Total people - age group","Total people - sex","2018",30,
"Middleton","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",108,
"Middleton","Work at home","Total people - age group","Total people - sex","2018",12,
"Middleton","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",48,
"Middleton","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",12,
"Middleton","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",3,
"Middleton","Public bus","Total people - age group","Total people - sex","2018",9,
"Middleton","Train","Total people - age group","Total people - sex","2018",0,
"Middleton","Bicycle","Total people - age group","Total people - sex","2018",12,
"Middleton","Walk or jog","Total people - age group","Total people - sex","2018",12,
"Middleton","Ferry","Total people - age group","Total people - sex","2018",0,
"Middleton","Other","Total people - age group","Total people - sex","2018",0,
"Wigram South","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",720,
"Wigram South","Work at home","Total people - age group","Total people - sex","2018",51,
"Wigram South","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",513,
"Wigram South","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",75,
"Wigram South","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",30,
"Wigram South","Public bus","Total people - age group","Total people - sex","2018",18,
"Wigram South","Train","Total people - age group","Total people - sex","2018",0,
"Wigram South","Bicycle","Total people - age group","Total people - sex","2018",18,
"Wigram South","Walk or jog","Total people - age group","Total people - sex","2018",9,
"Wigram South","Ferry","Total people - age group","Total people - sex","2018",0,
"Wigram South","Other","Total people - age group","Total people - sex","2018",9,
"Queenspark","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1875,
"Queenspark","Work at home","Total people - age group","Total people - sex","2018",135,
"Queenspark","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",1254,
"Queenspark","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",279,
"Queenspark","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",57,
"Queenspark","Public bus","Total people - age group","Total people - sex","2018",60,
"Queenspark","Train","Total people - age group","Total people - sex","2018",0,
"Queenspark","Bicycle","Total people - age group","Total people - sex","2018",36,
"Queenspark","Walk or jog","Total people - age group","Total people - sex","2018",30,
"Queenspark","Ferry","Total people - age group","Total people - sex","2018",0,
"Queenspark","Other","Total people - age group","Total people - sex","2018",21,
"St Albans North","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1296,
"St Albans North","Work at home","Total people - age group","Total people - sex","2018",108,
"St Albans North","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",768,
"St Albans North","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",129,
"St Albans North","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",39,
"St Albans North","Public bus","Total people - age group","Total people - sex","2018",51,
"St Albans North","Train","Total people - age group","Total people - sex","2018",0,
"St Albans North","Bicycle","Total people - age group","Total people - sex","2018",111,
"St Albans North","Walk or jog","Total people - age group","Total people - sex","2018",69,
"St Albans North","Ferry","Total people - age group","Total people - sex","2018",0,
"St Albans North","Other","Total people - age group","Total people - sex","2018",15,
"St Albans West","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1617,
"St Albans West","Work at home","Total people - age group","Total people - sex","2018",159,
"St Albans West","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",867,
"St Albans West","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",141,
"St Albans West","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",45,
"St Albans West","Public bus","Total people - age group","Total people - sex","2018",66,
"St Albans West","Train","Total people - age group","Total people - sex","2018",0,
"St Albans West","Bicycle","Total people - age group","Total people - sex","2018",171,
"St Albans West","Walk or jog","Total people - age group","Total people - sex","2018",156,
"St Albans West","Ferry","Total people - age group","Total people - sex","2018",0,
"St Albans West","Other","Total people - age group","Total people - sex","2018",18,
"Travis Wetlands","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1317,
"Travis Wetlands","Work at home","Total people - age group","Total people - sex","2018",108,
"Travis Wetlands","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",864,
"Travis Wetlands","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",201,
"Travis Wetlands","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",27,
"Travis Wetlands","Public bus","Total people - age group","Total people - sex","2018",42,
"Travis Wetlands","Train","Total people - age group","Total people - sex","2018",0,
"Travis Wetlands","Bicycle","Total people - age group","Total people - sex","2018",30,
"Travis Wetlands","Walk or jog","Total people - age group","Total people - sex","2018",27,
"Travis Wetlands","Ferry","Total people - age group","Total people - sex","2018",0,
"Travis Wetlands","Other","Total people - age group","Total people - sex","2018",21,
"Wigram East","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",486,
"Wigram East","Work at home","Total people - age group","Total people - sex","2018",39,
"Wigram East","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",321,
"Wigram East","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",51,
"Wigram East","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",15,
"Wigram East","Public bus","Total people - age group","Total people - sex","2018",18,
"Wigram East","Train","Total people - age group","Total people - sex","2018",0,
"Wigram East","Bicycle","Total people - age group","Total people - sex","2018",15,
"Wigram East","Walk or jog","Total people - age group","Total people - sex","2018",12,
"Wigram East","Ferry","Total people - age group","Total people - sex","2018",0,
"Wigram East","Other","Total people - age group","Total people - sex","2018",9,
"Riccarton Central","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",33,
"Riccarton Central","Work at home","Total people - age group","Total people - sex","2018",6,
"Riccarton Central","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",12,
"Riccarton Central","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",0,
"Riccarton Central","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",0,
"Riccarton Central","Public bus","Total people - age group","Total people - sex","2018",0,
"Riccarton Central","Train","Total people - age group","Total people - sex","2018",0,
"Riccarton Central","Bicycle","Total people - age group","Total people - sex","2018",0,
"Riccarton Central","Walk or jog","Total people - age group","Total people - sex","2018",6,
"Riccarton Central","Ferry","Total people - age group","Total people - sex","2018",0,
"Riccarton Central","Other","Total people - age group","Total people - sex","2018",0,
"Oaklands West","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",1380,
"Oaklands West","Work at home","Total people - age group","Total people - sex","2018",129,
"Oaklands West","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",885,
"Oaklands West","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",195,
"Oaklands West","Passenger in a car, truck, van or company bus","Total people - age group","Total people - sex","2018",36,
"Oaklands West","Public bus","Total people - age group","Total people - sex","2018",45,
"Oaklands West","Train","Total people - age group","Total people - sex","2018",0,
"Oaklands West","Bicycle","Total people - age group","Total people - sex","2018",60,
"Oaklands West","Walk or jog","Total people - age group","Total people - sex","2018",12,
"Oaklands West","Ferry","Total people - age group","Total people - sex","2018",0,
"Oaklands West","Other","Total people - age group","Total people - sex","2018",18,
"Riccarton South","Total people - main means of travel to work","Total people - age group","Total people - sex","2018",2067,
"Riccarton South","Work at home","Total people - age group","Total people - sex","2018",126,
"Riccarton South","Drive a private car, truck or van","Total people - age group","Total people - sex","2018",1149,
"Riccarton South","Drive a company car, truck or van","Total people - age group","Total people - sex","2018",111,
