Area,Ethnic group,Number of languages spoken,Age group,Sex,Year,Value,Flags
"Thames North","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1995,
"Thames North","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Thames Central","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Thames Central","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1044,
"Thames Central","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Thames South","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",54,
"Thames South","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",3387,
"Thames South","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Hikuai","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",3,
"Hikuai","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",237,
"Hikuai","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Totora-Kopu","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",9,
"Totora-Kopu","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",867,
"Totora-Kopu","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Tairua","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",24,
"Tairua","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1479,
"Tairua","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Pauanui","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",12,
"Pauanui","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1005,
"Pauanui","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Matatoki-Puriri","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",9,
"Matatoki-Puriri","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1059,
"Matatoki-Puriri","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Whangamata Rural","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",6,
"Whangamata Rural","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",432,
"Whangamata Rural","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Whangamata","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",39,
"Whangamata","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",4074,
"Whangamata","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Miranda-Pukorokoro","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Miranda-Pukorokoro","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",849,
"Miranda-Pukorokoro","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Hauraki Plains North","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",18,
"Hauraki Plains North","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1155,
"Hauraki Plains North","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Hauraki Plains East","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",18,
"Hauraki Plains East","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1365,
"Hauraki Plains East","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Ngatea","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",18,
"Ngatea","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1452,
"Ngatea","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Hauraki Plains South","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",21,
"Hauraki Plains South","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1533,
"Hauraki Plains South","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Paeroa Rural","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",30,
"Paeroa Rural","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1845,
"Paeroa Rural","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Paeroa","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",42,
"Paeroa","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",4269,
"Paeroa","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Waihi Rural","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",30,
"Waihi Rural","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2148,
"Waihi Rural","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Waihi North","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",15,
"Waihi North","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1740,
"Waihi North","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Waihi East","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",15,
"Waihi East","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1386,
"Waihi East","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Waihi South","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",21,
"Waihi South","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2277,
"Waihi South","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Aka Aka","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",33,
"Aka Aka","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",3102,
"Aka Aka","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Mangatangi","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",15,
"Mangatangi","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1083,
"Mangatangi","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Tuakau Rural","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",15,
"Tuakau Rural","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1581,
"Tuakau Rural","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Tuakau North","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",33,
"Tuakau North","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",3147,
"Tuakau North","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Onewhero","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",21,
"Onewhero","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1605,
"Onewhero","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Pokeno Rural","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",24,
"Pokeno Rural","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1668,
"Pokeno Rural","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Tuakau South","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",18,
"Tuakau South","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1866,
"Tuakau South","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Port Waikato-Waikaretu","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",12,
"Port Waikato-Waikaretu","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",783,
"Port Waikato-Waikaretu","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Pokeno","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",39,
"Pokeno","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2517,
"Pokeno","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Pukekawa","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",27,
"Pukekawa","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1476,
"Pukekawa","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Maramarua","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",18,
"Maramarua","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1767,
"Maramarua","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Rangiriri","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",18,
"Rangiriri","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1833,
"Rangiriri","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Te Akau","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",21,
"Te Akau","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1968,
"Te Akau","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Inlets Waikato District","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",,c
"Inlets Waikato District","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",,c
"Inlets Waikato District","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",,c
"Te Kauwhata","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",18,
"Te Kauwhata","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1617,
"Te Kauwhata","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Huntly Rural","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",24,
"Huntly Rural","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2271,
"Huntly Rural","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Waerenga","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",9,
"Waerenga","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",915,
"Waerenga","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Huntly West","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",15,
"Huntly West","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",3153,
"Huntly West","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Huntly East","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",54,
"Huntly East","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",4752,
"Huntly East","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Raglan","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",39,
"Raglan","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",3279,
"Raglan","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Whitikahu","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",27,
"Whitikahu","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1968,
"Whitikahu","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Te Uku","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",51,
"Te Uku","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2748,
"Te Uku","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Taupiri-Lake Kainui","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",30,
"Taupiri-Lake Kainui","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2220,
"Taupiri-Lake Kainui","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Ngaruawahia North","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",9,
"Ngaruawahia North","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1782,
"Ngaruawahia North","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Ngaruawahia Central","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",36,
"Ngaruawahia Central","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2886,
"Ngaruawahia Central","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Ngaruawahia South","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",18,
"Ngaruawahia South","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1953,
"Ngaruawahia South","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Kainui-Gordonton","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",21,
"Kainui-Gordonton","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1734,
"Kainui-Gordonton","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Te Kowhai","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",30,
"Te Kowhai","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2061,
"Te Kowhai","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Whatawhata West","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",3,
"Whatawhata West","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",504,
"Whatawhata West","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Horotiu","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",12,
"Horotiu","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",624,
"Horotiu","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Horsham Downs","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",6,
"Horsham Downs","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",714,
"Horsham Downs","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Whatawhata East","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",33,
"Whatawhata East","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2763,
"Whatawhata East","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Rotokauri","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",6,
"Rotokauri","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1017,
"Rotokauri","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Hamilton Park","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",15,
"Hamilton Park","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1593,
"Hamilton Park","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Eureka-Tauwhare","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",33,
"Eureka-Tauwhare","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2142,
"Eureka-Tauwhare","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Tamahere North","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",81,
"Tamahere North","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",4152,
"Tamahere North","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Pukemoremore","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",33,
"Pukemoremore","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2394,
"Pukemoremore","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Tamahere South","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",21,
"Tamahere South","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1974,
"Tamahere South","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Tahuna-Mangateparu","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",24,
"Tahuna-Mangateparu","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1569,
"Tahuna-Mangateparu","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Mangaiti","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",15,
"Mangaiti","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1338,
"Mangaiti","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Tatuanui","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",12,
"Tatuanui","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1377,
"Tatuanui","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Tahuroa","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",21,
"Tahuroa","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1794,
"Tahuroa","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Morrinsville East","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",51,
"Morrinsville East","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",4812,
"Morrinsville East","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Morrinsville West","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",39,
"Morrinsville West","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2949,
"Morrinsville West","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Te Aroha East","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",36,
"Te Aroha East","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2529,
"Te Aroha East","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Te Aroha West","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",18,
"Te Aroha West","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2025,
"Te Aroha West","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Waihou-Manawaru","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",36,
"Waihou-Manawaru","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1209,
"Waihou-Manawaru","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Waitoa-Ngarua","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",9,
"Waitoa-Ngarua","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1170,
"Waitoa-Ngarua","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Richmond Downs-Wardville","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",3,
"Richmond Downs-Wardville","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1278,
"Richmond Downs-Wardville","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Waharoa-Peria","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",6,
"Waharoa-Peria","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1521,
"Waharoa-Peria","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Okauia","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",9,
"Okauia","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1041,
"Okauia","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Hinuera","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",9,
"Hinuera","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1152,
"Hinuera","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Matamata North","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",27,
"Matamata North","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",3174,
"Matamata North","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Matamata South","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",45,
"Matamata South","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",4632,
"Matamata South","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Te Poi","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",9,
"Te Poi","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",840,
"Te Poi","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Te Rapa North","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",3,
"Te Rapa North","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",180,
"Te Rapa North","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Flagstaff North","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",51,
"Flagstaff North","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",3192,
"Flagstaff North","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Rotokauri-Waiwhakareke","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",15,
"Rotokauri-Waiwhakareke","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",546,
"Rotokauri-Waiwhakareke","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Flagstaff South","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",39,
"Flagstaff South","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2829,
"Flagstaff South","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Rototuna North","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",6,
"Rototuna North","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",912,
"Rototuna North","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Pukete West","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",36,
"Pukete West","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2244,
"Pukete West","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Flagstaff East","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",54,
"Flagstaff East","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",3810,
"Flagstaff East","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Rototuna Central","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",63,
"Rototuna Central","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",4779,
"Rototuna Central","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Pukete East","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",24,
"Pukete East","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2361,
"Pukete East","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Te Manatu","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",51,
"Te Manatu","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",3672,
"Te Manatu","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Rototuna South","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",60,
"Rototuna South","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",4428,
"Rototuna South","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Te Rapa South","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Te Rapa South","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",114,
"Te Rapa South","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Saint Andrews West","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",39,
"Saint Andrews West","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2880,
"Saint Andrews West","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Saint Andrews East","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",27,
"Saint Andrews East","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2481,
"Saint Andrews East","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Queenwood (Hamilton City)","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",27,
"Queenwood (Hamilton City)","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2382,
"Queenwood (Hamilton City)","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"St James","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",21,
"St James","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",1938,
"St James","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Crawshaw","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",21,
"Crawshaw","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",3249,
"Crawshaw","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Huntington","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",15,
"Huntington","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2574,
"Huntington","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Western Heights (Hamilton City)","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",27,
"Western Heights (Hamilton City)","Total people stated","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",2913,
"Western Heights (Hamilton City)","Not elsewhere included","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",0,
"Nawton West","Other ethnicity","Total people - number of languages spoken","Total people - age group","Total people - sex","2018",57,
